 ,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Parallel Algorithm Span References,Parallel Algorithm Work,Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
1,Sorting,0.001,,,,,,,,,,,"Aligned-access sort (AA-sort) - Inoue, Moriyama, Komatsu, Nakatani",2007,https://ieeexplore.ieee.org/abstract/document/4336211,,,,,,,,O(n log n /k),O(log n),,O(n log n),https://ieeexplore.ieee.org/abstract/document/4336211,,"n: size of list
b: number of blocks (constant)
k: number of parallel threads (=processors?)
k<=n/b",,,,SIMD,,,,,,,,,,,,,,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Damrudi, Aval",2007,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7a87c4f687886a0812dfdacc9660c00780065b02,,,,,,,,O(sqrt(n/4)),O(sqrt(n/4)),,O(n/4 sqrt(n/4)),https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7a87c4f687886a0812dfdacc9660c00780065b02,,n: size of list,,,,for ILLIAC architecture; processor array; EREW PRAM ?,,,,,,,,,,,,,,1,n/4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Wei, Xiao, Zhang",2008,https://ieeexplore.ieee.org/abstract/document/4529859,,,,,,,,sqrt(2n) + O(n^(3/4)),sqrt(2n) + O(n^(3/4)),,(sqrt(2n) + O(n^(3/4)))n,,,n: size of list,,,,Biswapped Network (BSN); BSN-mesh,,,,,,,,,,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Hongwei, Yafeng",2008,https://ieeexplore.ieee.org/abstract/document/4736981,,,,,,,,log^2(n) + log n,log^2(n) + log n,,(log^2(n) + log n)^2 n/4 ??,,,n: size of list,,,,sorting network,,,,,,,,,,,,,,1,(log^2(n) + log n)n/4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Shakeri, Foroughi, Deldari",2008,https://d1wqtxts1xzle7.cloudfront.net/49272337/final236_236-libre.pdf?1475347911=&response-content-disposition=inline%3B+filename%3DParallel_Sorting_On_Linear_Cellular_Auto.pdf&Expires=1690344628&Signature=HS5VfPZkCol0FbjPZguhxQmFz7XCutQ7EvcM1uCqd3eOe9HsWzaMXG4v7MFzavZJVDO31XEF0Ijl1Qg5oY-w9xV3u87-QXqxBn19vS4g4aDcIfszIMKMcONaoY3E-dpzOryfwkrK4rPSRa-0fHfEZjUXYCpzJEjaqCoMNnEj8n5fknRaEkpyWH8iLQ51ypFL2kLqjpvn27eWd0AbX~-aP5MSd41bXXLtE3XogJDUXrVDCDOZ-KFRvMwxgdAznqveBQQIMoNllWgoGYkUcGDWF5uPigtls9O~HoM~6t-OmmiyrOh9Q4qcmhhGBabGKZFlK3~OWQQUXcXbv7csvQAqVw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,,,,,,,,O(3n/2 -2),O(3n/2 -2),,O(n^2) ?,,,n: size of list,,,,1-D (Linear) cellular automata,,,,,,,,,,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Li, Peng, Chu",2009,https://link.springer.com/chapter/10.1007/978-3-642-03095-6_36 (page 389 of pdf),,,,,,,,O(2^k + m)^2 computational + O(2^k m(2k+1) +k)^2 communication,O(2^k + m)^2 computational + O(2^k m(2k+1) +k)^2 communication,,O(2^k + m)^2 (2^(2^k m +k) + O(2^k m(2k+1) +k)^2,,,"k: dimension of high level nodes (classes)
m: dimesnsion of low level nodes (clusters)
number of nodes=size of list=2^(2^k m +k)",,,,sorting network; metacube,,,,,,,,,,,,,,1,2^(2^k m +k),,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Dynamic Communication-Efficient parallel Sorting (DCES) - Thanakulwarapas, Werapun",2009,https://ieeexplore.ieee.org/abstract/document/5166986,,,,,,,,O(n/p log (n/p) + n/p log p),O(log n),,O(n log (n/p) + n log p),,,"n: size of list
p: number of processors",,,,model? to be implemented on a Sympetric Multiprocessor (SMP),,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"He, Wu, Zheng, Englert",2009,https://ieeexplore.ieee.org/abstract/document/4840337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,Multi-sort - Rakesh,2010,https://link.springer.com/article/10.1007/s11227-010-0404-4,,,,,,,,O(n^(1/4)),O(n^(1/4)),,O(n^(5/4)),,,n: size of list,,,,"SIMD, multi-mesh of trees (MMT) architecture",,,,,,,,,,,,,,,n ?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Parallel Sorting by Approximate Selection (PSAS) - Wu, Wu, Shang, Fang",2010,https://ieeexplore.ieee.org/abstract/document/5533008,,,,,,,,O(n + n/p log(n/p)),O(n),,O(np + n log(n/p)),,,"n: size of list
p: number of processors",,,,PRAM,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Li, Peng, Chu",2010,https://ieeexplore.ieee.org/abstract/document/5704410?casa_token=A6hsJa3ZVl4AAAAA:DOBWUTA6SbQNXTJyTP4P0DKDgGg4fsoyKlIXpqyFmlAXdaQPKxrP0-VaA1num5Kab4SOpEuoPg,,,,,,,,O((m2^k)^2) computation + O((km2^k)^2) communication,O((m2^k)^2) computation + O((km2^k)^2) communication,,O((m2^k)^2)*2^(2^k m + 2^k -1) computation + O((km2^k)^2) communication,,,"size of list=number of nodes (processors) = 2^(2^k m + 2^k -1)
m: dimension of base network (m-cube)
k: number of levels in network",,,,"Sorting Network, Recursive Dual-Net (RDN)",,,,,,,,,,,,,,1,2^(2^k m + 2^k -1),,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Man, Ito, Nakano",2011,https://www.worldscientific.com/doi/abs/10.1142/S0129054111008568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Goodrich, Sitchinava, Zhang",2011,https://link.springer.com/chapter/10.1007/978-3-642-25591-5_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Siebert, Wolf",2011,https://link.springer.com/chapter/10.1007/978-3-642-24449-0_20 (page 184 of pdf),,,,,,,,O(log^2 (n)),O(log^2 (n)),,O(n log^2 (n)),,,n:size of list,,,,model? to be implemented on Message Passing Interface (MPI),,,,,,,,,,,,,,1,n,,,memory complexity = O(1) ?,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Interval Based Rearrangement (IBR) bitonic sort - Peters, Schulz-Hildebrandt, Luttenberger",2012,https://ieeexplore.ieee.org/abstract/document/6267838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Odeh, Green, Mwassi, Shmueli, Birk",2012,https://ieeexplore.ieee.org/abstract/document/6270834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Bingmann, Sanders",2013,https://link.springer.com/chapter/10.1007/978-3-642-40450-4_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Axtmann, Bingmann, Sanders, Schulz",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755595,,,,,,,,,,,,,,,,,,generalization of BSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"parallel in-place radix sort (PARADIS) - Cho, Brand, Bordawekar, Finkler, Kulandaisamy, Puri",2015,https://dl.acm.org/doi/abs/10.14778/2824032.2824050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Blelloch, Fineman, Gibbons, Gu, Shun",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"SPMS - Cole, Ramachandran",2017,https://dl.acm.org/doi/abs/10.1145/3040221,,,,,,,,O(log n loglog n),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Siebert, Wolf",2017,https://www.researchgate.net/profile/Christian-Siebert-10/publication/48268999_A_scalable_parallel_sorting_algorithm_using_exact_splitting/links/5a37b64e458515919e70a258/A-scalable-parallel-sorting-algorithm-using-exact-splitting.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Marszalek,2017,https://www.mdpi.com/2073-8994/9/9/176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Taotiamton, Kittitornkun",2017,https://ieeexplore.ieee.org/abstract/document/8096252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Axtmann, Witt, Ferizovic, Sanders",2017,https://arxiv.org/abs/1705.02257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Kokot, Deorowicz, Dlugosz",2017,https://link.springer.com/chapter/10.1007/978-3-319-67792-7_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Boxer,2017,https://www.researchgate.net/profile/Laurence-Boxer/publication/321510698_The_Saukas-Song_Selection_Algorithm_and_Coarse_Grained_Parallel_Sorting/links/5a383e0ba6fdccdd41fdebfa/The-Saukas-Song-Selection-Algorithm-and-Coarse-Grained-Parallel-Sorting.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Marszalek, Wozniak, Polap",2018,https://downloads.hindawi.com/journals/complexity/2018/8679579.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Kim, Choi, Bae",2018,https://dl.acm.org/doi/pdf/10.1145/3229710.3229730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"S-ARRAY - Sharma, Mishra, Mittal",2018,https://books.google.com/books?hl=lv&lr=&id=uMFVDwAAQBAJ&oi=fnd&pg=PA479&dq=%22parallel+sorting%22&ots=cqjzB_wJDz&sig=sbyzoHOHn3hX9ftj944Gf2lVZ30#v=onepage&q=%22parallel%20sorting%22&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Maurya, Singh",2018,https://j.mecs-press.net/ijmecs/ijmecs-v10-n4/IJMECS-V10-N4-5.pdf,,,,,,,,O(n/p) + O(p log_3(n/p)),O(n) ?,,O(n) + O(p^2 log_3(n/p)),,,"n: size of list
p: number of processors",,,,shared memory multiprocessor (PRAM or similar?),,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Bulk-sort - Ihirri, Errami, Khaldoun",2018,https://link.springer.com/chapter/10.1007/978-981-13-1165-9_66,,,,,,,,,,,O(n),,,,,,,hardware sorter?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Rattanatranurak,2018,https://www.researchgate.net/profile/Apisit-Rattanatranurak/publication/330240404_Dual_Parallel_Partition_Sorting_Algorithm/links/5c4e6f63458515a4c7457fe8/Dual-Parallel-Partition-Sorting-Algorithm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Marszalek,2018,https://d1wqtxts1xzle7.cloudfront.net/81170003/jucs_24_04_0488_0514_marszalek-libre.pdf?1645458012=&response-content-disposition=inline%3B+filename%3DParallel_Fast_Sort_Algorithm_for_Secure.pdf&Expires=1690913506&Signature=bfQwJvsHkZOwqfl9-oYjLRynik5cN-MJTIBdPMXjCxvfJ2SxVOTRxmj9PYrGS5~0Kae4hEaN4irvO7SgNQJHVkC~IoNzmVzfPbMXX6pkatNpAK917dSltVUBL2Y4RK700G3Lem-1R7-dlUaZBzYpS28alJ~ABH5NBK9HGr0nXJXnts~q7Z0RFl2F0IHE0YpcB~p6ilk3Mj0OlyPkeRbUiMomzOhIQdr28Mjlhx--wO63JzoB2IJfaahVX8U28f1CjB853qoU~sJPPhVz-g~shrLYNF4~m6J5Wz1rNptQ9qHvshVimRj9x16ZFQuUyJscalORQJkDWr4pYrKQE0sgKA__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison sorting,,,,,,,,,,"Regions sort - Obeya, Kahssay, Fan, Shun",2019,https://dl.acm.org/doi/abs/10.1145/3323165.3323198,,,,,,,,O((n/K+log K)log r),O((n/K+log K)log r),https://dl.acm.org/doi/abs/10.1145/3323165.3323198,O(n log r),https://dl.acm.org/doi/abs/10.1145/3323165.3323198,,"n: size of list (integers)
r: range [0...r-1]
K: algorithm parameter",,,,sorting network ?,,,,,,,,,,,,,,1,n ?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Histogram Sort with Sampling (HSS) - Harsh, Kale, Solomonik",2019,https://dl.acm.org/doi/abs/10.1145/3323165.3323184?casa_token=OLHora1rGUwAAAAA:z0VGaR4DSjr1kzByhZhURzLjoje2SVXXD7YSGaQ7JiW6zeDLvp1Tis09aCFEuYcsEdJE1kK_xImXgg,,,,,,,,O(k) supersteps,O(1) supersteps ?,,O(kp(log p/epsilon)^(1/k)log n) computational + O(kp(log p/epsilon)^(1/k)) communicstion,https://dl.acm.org/doi/abs/10.1145/3323165.3323184?casa_token=OLHora1rGUwAAAAA:z0VGaR4DSjr1kzByhZhURzLjoje2SVXXD7YSGaQ7JiW6zeDLvp1Tis09aCFEuYcsEdJE1kK_xImXgg,,"n: size of list
p: number of processors
k: number of rounds
epsilon: ? ""epsilon-balanced"", normally O(1) ??",,,,BSP,,,,,,,,,1,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Han, Mishra, Sayed",2019,https://6login.easychair.org/publications/download/77zm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Marszalek, Capizzi",2019,https://link.springer.com/chapter/10.1007/978-3-030-30275-7_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"MultiStack Parallel (MSP) - Kittitornkun, Rattanatranurak",2020,https://journals.riverpublishers.com/index.php/JMM/article/view/3131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Ellert, Fischer, Sitchinava",2020,https://link.springer.com/chapter/10.1007/978-3-030-57675-2_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Goyal,2020,https://www.proquest.com/docview/2418759164?pq-origsite=gscholar&fromopenview=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Multi-Deque Sort (MDQSort) - Kittitornkun, Rattanatranurak",2021,https://ieeexplore.ieee.org/abstract/document/9684620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Zeng,2021,https://ieeexplore.ieee.org/abstract/document/9498124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Tymoshchuk,2021,https://iopscience.iop.org/article/10.1088/1757-899X/1016/1/012002/meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Moghaddam, Moghaddam",2021,https://www.researchsquare.com/article/rs-530919/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,Large-Block Multi-rate Streaming Sort - van Valenberg,2022,https://pure.tue.nl/ws/portalfiles/portal/292959493/Valenberg_D.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,Carvalho,2022,https://arxiv.org/abs/2208.06902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Axtmann, Witt, Ferizovic, Sanders",2022,https://dl.acm.org/doi/full/10.1145/3505286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Han, He",2022,https://www.worldscientific.com/doi/abs/10.1142/S0129054122500071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Gupta,2022,https://www.mecs-press.org/ijcnis/ijcnis-v14-n1/IJCNIS-V14-N1-6.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Kunapuli,2022,https://www.proquest.com/docview/2760564135?fromopenview=true&pq-origsite=gscholar&parentSessionId=fzYBUp1qawX4RG%2BojNv7T8nMX1f%2BPbvngyjuJvA6luc%3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Alam, Najifi, Taherinejad",2022,https://dl.acm.org/doi/full/10.1145/3517181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Kent, Pattichis",2022,https://ieeexplore.ieee.org/abstract/document/9837930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"2mm - Mubarak, Iqbal, Naeem, Hussain",2022,https://www.sciencedirect.com/science/article/abs/pii/S0304397522000512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Lenjani, Ahmed, Skadron",2022,https://ieeexplore.ieee.org/abstract/document/9896944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Ganapathi, Chowdhury",2022,https://academic.oup.com/comjnl/article/65/10/2709/6334046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Zulian, Bader, Fourestey, Krause, Rossinelli",2022,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4142065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison sorting,,,,,,,,,,"Goodrich, Jacob",2023,https://dl.acm.org/doi/abs/10.1145/3558481.3591093,,,,,,,,O(log n) w/ high probability,O(log n) w/ high probability,https://dl.acm.org/doi/abs/10.1145/3558481.3591093,O(nlog n) w/ high probability,https://dl.acm.org/doi/abs/10.1145/3558481.3591093,,n: size of list,,,,CREW PRAM,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Multi-Deque Partition DualDeque Merge Sorting algorithm (MPDMSort) - Ketchaya, Rattanatranurak",2023,https://www.nature.com/articles/s41598-023-33583-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emerald.com/insight/content/doi/10.1108/ACI-10-2021-0288/full/html,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Du, Zhang, Bader",2023,https://link.springer.com/chapter/10.1007/978-3-031-30442-2_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Kuiper, Muhleisen",2023,https://hannes.muehleisen.org/publications/ICDE2023-sorting.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Matrix Chain Multiplication,1,Approximate MCOP,35,,,1,0,O(\log n),,,[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf Czumaj (1996)],Czumaj,1996,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf,,,,0,0,2,n: 2,$O(\log n)$,$O(log n)$,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf,$O(n)$,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf,yes (page 2),n: number of matrices in chain,n,,,CREW PRAM,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,n/a,1,1.1547,0,1,$n / \log n$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,1,Approximate MCOP,35.1,,,1,0,O(\log \log n),,,[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf Czumaj (1996)],Czumaj,1996,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf,,,,0,0,1.99,n: 1.99,$O(\log \log n)$,$O(log log n)$,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf,$O(n)$,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf,yes (page 2),n: number of matrices in chain,n,,,COMMON CRCW PRAM,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,n/a,1,1.1547,0,1,$n / \log \log n$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,0.001,Approximate MCSP,32,,,1,1,O(n^2),,,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee (1997)],Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee,1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf,,,,0,0,5,n: 5,$O(n^2+nP)$,,,,,,"$P$: number of processors
$n$: number of matrices",n,,,"""parallel system""",words,5,n: 5,$O(n^2)$?,Derived: two $n \times n$ size tables ($S$ and $W$),1,0,,0,,1,"""near optimal""",0,1,$P$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,1000000,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,1,Approximate MCOP,33,,,1,1,O(log^4 n),,,[https://epubs.siam.org/doi/abs/10.1137/0225039 Prakesh Ramanan (1996)],Prakesh Ramanan,1996,https://epubs.siam.org/doi/abs/10.1137/0225039,,,,0,0,2.03,n: 2.03,$O(\log^4 n)$,$O(\log^4 n)$,https://epubs.siam.org/doi/abs/10.1137/0225039,$O(n\log^4 n)$?,https://epubs.siam.org/doi/abs/10.1137/0225039,no,$n$: number of matrices,n,,,CREW PRAM,words,3,n: 3,$O(n)$?,Derived: $n$ subtrees and each one has a $O(1)$ size trunk,1,0,,0,,0,,0,1,$n$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,,99,Inf,,,,,,,,1,,,Combinatorics
